"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,          54,      -4.217737892,      -3.676394621,      -3.727944166,      -10.36639195
          0,           0,          55,      -4.211403564,      -3.667294092,      -3.723644995,       -10.3533583
          0,           0,          56,      -4.205640889,      -3.659170279,      -3.720814786,      -10.33974172
          0,           0,          57,      -4.200465814,      -3.652042684,      -3.719435248,      -10.32569911
          0,           0,          58,      -4.195888066,      -3.645864849,      -3.719303038,      -10.31207659
          0,           0,          59,      -4.191902872,      -3.640555457,      -3.720050358,      -10.29843162
          0,           0,          60,      -4.188480501,      -3.636025444,       -3.72119935,      -10.28519514
          0,           0,          61,      -4.185556039,      -3.632189932,      -3.722244217,      -10.27183911
          0,           0,          62,      -4.183023658,      -3.628960418,      -3.722744758,      -10.25777559
          0,           0,          63,      -4.180736889,       -3.62622044,      -3.722406475,      -10.24350713
          0,           0,          64,      -4.178514559,       -3.62379463,      -3.721121956,      -10.22829896
          0,           0,          65,      -4.176152218,      -3.621424922,      -3.718959733,      -10.21303399
          0,           0,          66,      -4.173437358,      -3.618767561,        -3.7161072,       -10.1970784
          0,           0,          67,      -4.170167161,      -3.615420343,      -3.712790266,      -10.18120662
          0,           0,          68,      -4.166167031,      -3.610980646,      -3.709197118,      -10.16522395
          0,           0,          69,      -4.161307491,      -3.605123802,       -3.70542631,      -10.14916882
          0,           0,          70,      -4.155516887,       -3.59767911,       -3.70146812,       -10.1338341
          0,           0,          71,      -4.148788062,      -3.588678255,      -3.697217697,      -10.11780133
          0,           0,          72,      -4.141178554,      -3.578358648,      -3.692512465,      -10.10263224
          0,           0,          73,       -4.13280555,      -3.567122383,      -3.687183234,       -10.0873498
          0,           0,          74,      -4.123838112,      -3.555467768,      -3.681107182,      -10.07220139
          0,           0,          75,      -4.114488758,      -3.543916731,      -3.674252371,      -10.05728271
          0,           0,          76,       -4.10500573,      -3.532956402,       -3.66670532,      -10.04231366
          0,           0,          77,      -4.095665659,      -3.523002283,      -3.658677498,      -10.02788327
          0,           0,          78,      -4.086765022,      -3.514381264,      -3.650491034,      -10.01288184
          0,           0,          79,      -4.078608056,      -3.507327286,      -3.642548636,      -9.998472061
          0,           0,          80,      -4.071489469,      -3.501982649,      -3.635295349,      -9.983983986
          0,           0,          81,      -4.065671706,      -3.498399976,      -3.629177213,      -9.968762632
          0,           0,          82,      -4.061357681,      -3.496541423,      -3.624600217,        -9.9541559
          0,           0,          83,      -4.058661028,      -3.496274652,      -3.621892165,      -9.939043351
          0,           0,          84,      -4.057577116,        -3.4973676,      -3.621268085,      -9.924119012
          0,           0,          85,      -4.057959436,      -3.499486066,      -3.622799042,      -9.910520876
          0,           0,          86,      -4.059507951,      -3.502199742,      -3.626385005,      -9.896955764
          0,           0,          87,      -4.061778074,      -3.505002856,      -3.631734936,      -9.884578783
          0,           0,          88,      -4.064219443,      -3.507353997,      -3.638361194,      -9.873258872
          0,           0,          89,      -4.066249656,      -3.508735161,      -3.645599516,      -9.862334961
          0,           0,          90,      -4.067357241,      -3.508721927,      -3.652667368,      -9.851700302
          0,           0,          91,      -4.067212065,      -3.507049332,      -3.658767088,      -9.841731946
          0,           0,          92,      -4.065749049,      -3.503654797,      -3.663222856,      -9.831721482
          0,           0,          93,      -4.063194046,      -3.498684894,      -3.665616596,      -9.820900014
          0,           0,          94,      -4.060022011,      -3.492465157,      -3.665873934,      -9.810270886
          0,           0,          95,      -4.056865012,      -3.485444853,      -3.664264451,      -9.799734202
          0,           0,          96,      -4.054403331,      -3.478134061,      -3.661318225,      -9.788334609
          0,           0,          97,      -4.053269381,      -3.471048044,      -3.657697341,      -9.777279335
          0,           0,          98,      -4.053979037,      -3.464666024,      -3.654072013,      -9.766429898
          0,           0,          99,      -4.056890296,      -3.459408085,      -3.651033488,      -9.755813697
          0,           0,         100,      -4.062179981,      -3.455622465,      -3.649052087,      -9.745977809
          0,           0,         101,      -4.069827455,      -3.453576782,      -3.648476621,      -9.736051171
          0,           0,         102,      -4.079599847,      -3.453453072,      -3.649557122,      -9.726784951
          0,           0,         103,      -4.091038305,       -3.45534156,      -3.652473516,      -9.718846942
          0,           0,         104,      -4.103453196,      -3.459231403,      -3.657360097,      -9.710436884
          0,           0,         105,      -4.115946281,        -3.4650005,      -3.664319043,      -9.701660439
          0,           0,         106,      -4.127484143,      -3.472403723,      -3.673418745,      -9.693829574
          0,           0,         107,      -4.137040926,      -3.481066917,      -3.684674197,      -9.685644795
          0,           0,         108,      -4.143800447,      -3.490491596,      -3.698008519,      -9.677681973
          0,           0,         109,        -4.1473626,      -3.500079335,      -3.713197447,      -9.669965627
          0,           0,         110,      -4.147868593,      -3.509183723,      -3.729801108,      -9.662322644
          0,           0,         111,      -4.145982775,      -3.517191602,       -3.74709678,      -9.654236004
          0,           0,         112,      -4.142740692,      -3.523621657,      -3.764041097,      -9.646702784
          0,           0,         113,      -4.139336874,      -3.528216109,      -3.779309773,      -9.639924879
          0,           0,         114,      -4.136933821,      -3.530994047,      -3.791469173,      -9.633712579
          0,           0,         115,      -4.136535386,      -3.532245959,       -3.79929464,      -9.627195218
          0,           0,         116,      -4.138924023,      -3.532470901,      -3.802150468,      -9.621025375
          0,           0,         117,      -4.144637842,      -3.532279943,      -3.800247376,      -9.615538852
          0,           0,         118,       -4.15395988,      -3.532295988,      -3.794621115,      -9.610703369
          0,           0,         119,      -4.166897743,      -3.533072916,      -3.786846068,      -9.606170241
          0,           0,         120,      -4.183141193,      -3.535044075,       -3.77865512,      -9.601408793
          0,           0,         121,      -4.201995498,      -3.538498463,      -3.771632574,      -9.597266374
          0,           0,         122,       -4.22230632,      -3.543569142,      -3.767054687,       -9.59324885
          0,           0,         123,      -4.242428942,      -3.550237213,      -3.765851306,      -9.589271432
          0,           0,         124,      -4.260334484,      -3.558340185,      -3.768624048,      -9.585794397
          0,           0,         125,      -4.273951637,      -3.567588569,       -3.77567448,      -9.582374521
          0,           0,         126,       -4.28173378,      -3.577577921,      -3.787030913,      -9.579051668
          0,           0,         127,      -4.283337011,      -3.587854732,      -3.802369672,      -9.576404923
          0,           0,         128,      -4.279663337,      -3.597924254,      -3.821020768,      -9.573781676
          0,           0,         129,      -4.272528029,      -3.607320518,      -3.841886398,      -9.570803245
          0,           0,         130,      -4.264083558,      -3.615685623,      -3.863410974,      -9.567980356
          0,           0,         131,        -4.2563104,      -3.622821163,      -3.883644662,      -9.565818988
          0,           0,         132,      -4.250757543,      -3.628714894,      -3.900504831,      -9.563987161
          0,           0,         133,       -4.24849207,      -3.633539052,      -3.912275429,      -9.562095346
          0,           0,         134,      -4.250146295,      -3.637614059,      -3.918177377,      -9.560190516
          0,           0,         135,      -4.255981061,      -3.641350267,      -3.918670177,       -9.55846689
          0,           0,         136,      -4.265927133,      -3.645183415,      -3.915267018,      -9.556873847
          0,           0,         137,      -4.279593363,      -3.649513398,      -3.909997214,       -9.55507114
          0,           0,         138,      -4.296246591,      -3.654659783,      -3.904853404,      -9.553318663
          0,           0,         139,      -4.314784498,      -3.660831534,      -3.901448819,      -9.551860475
          0,           0,         140,      -4.333743336,      -3.668112614,      -3.900897139,      -9.550883396
          0,           0,         141,      -4.351403184,       -3.67645685,       -3.90382321,      -9.549368385
          0,           0,         142,       -4.36604613,      -3.685699711,      -3.910414079,      -9.547671111
          0,           0,         143,       -4.37635012,      -3.695569621,      -3.920463799,      -9.546137646
          0,           0,         144,      -4.381774041,      -3.705720056,      -3.933402999,      -9.544756624
          0,           0,         145,        -4.3827188,      -3.715771493,      -3.948324436,       -9.54379674
          0,           0,         146,      -4.380357503,      -3.725362657,       -3.96403741,      -9.542928512
          0,           0,         147,      -4.376245241,      -3.734212545,      -3.979195252,       -9.54190062
          0,           0,         148,      -4.371922794,      -3.742170224,      -3.992521502,      -9.540709501
          0,           0,         149,      -4.368659088,         -3.749244,      -4.003104506,      -9.540053225
          0,           0,         150,      -4.367349372,      -3.755602493,      -4.010654735,      -9.539326361
          0,           0,         151,      -4.368516469,      -3.761547667,      -4.015596216,      -9.539064473
          0,           0,         152,      -4.372357501,      -3.767461754,      -4.018940227,      -9.539054266
          0,           0,         153,      -4.378800397,      -3.773752135,      -4.022011058,      -9.538874886
          0,           0,         154,      -4.387557051,      -3.780794686,      -4.026158045,      -9.538588232
          0,           0,         155,      -4.398172926,      -3.788894799,      -4.032545008,      -9.538660767
          0,           0,         156,      -4.410079435,      -3.798251192,       -4.04203584,      -9.538688899
          0,           0,         157,      -4.422655122,      -3.808937202,      -4.055143048,      -9.539085421
          0,           0,         158,      -4.435297674,      -3.820893197,       -4.07199609,      -9.539921711
          0,           0,         159,      -4.447499736,       -3.83392709,      -4.092297393,      -9.540937537
          0,           0,         160,      -4.458912868,      -3.847724941,      -4.115254353,      -9.541826661
          0,           0,         161,      -4.469382342,      -3.861878082,      -4.139511626,      -9.542485622
          0,           0,         162,      -4.478940961,      -3.875932021,      -4.163155177,      -9.544073589
          0,           0,         163,      -4.487762901,      -3.889434861,      -4.183910669,      -9.545362308
          0,           0,         164,      -4.496093742,      -3.902019118,      -4.199636586,      -9.546897767
          0,           0,         165,      -4.504177765,      -3.913460796,      -4.209028033,      -9.548201541
          0,           0,         166,       -4.51220072,       -3.92372251,      -4.212158221,      -9.549795569
          0,           0,         167,      -4.520258884,      -3.932964964,       -4.21046996,       -9.55117222
          0,           0,         168,      -4.528357731,      -3.941514689,      -4.206230566,      -9.552429128
          0,           0,         169,      -4.536436389,      -3.949804258,      -4.201843721,      -9.554184748
          0,           0,         170,      -4.544410554,      -3.958304487,      -4.199377552,      -9.555788987
          0,           0,         171,      -4.552223924,      -3.967454873,      -4.200389804,      -9.557164162
          0,           0,         172,      -4.559895049,      -3.977611507,      -4.205942931,      -9.558847378
          0,           0,         173,      -4.567547722,      -3.989013662,      -4.216685494,      -9.560255098
          0,           0,         174,      -4.575417363,      -4.001762931,      -4.232923027,      -9.561641799
          0,           0,         175,      -4.583831566,      -4.015813362,      -4.254640031,      -9.562618871
          0,           0,         176,      -4.593170832,      -4.030970922,      -4.281455609,      -9.563207085
          0,           0,         177,       -4.60381873,      -4.046907145,      -4.312505053,      -9.563775653
          0,           0,         178,       -4.61610944,      -4.063186201,      -4.346259068,       -9.56475628
          0,           0,         179,       -4.63027752,      -4.079311296,       -4.38035176,       -9.56568421
          0,           0,         180,      -4.646410816,       -4.09478306,      -4.411608157,      -9.566631054
          0,           0,         181,      -4.664407408,      -4.109178172,       -4.43657161,      -9.567204996
          0,           0,         182,      -4.683937349,      -4.122222679,      -4.452644804,      -9.568085914
          0,           0,         183,      -4.704417298,      -4.133841379,      -4.459301028,      -9.568875794
          0,           0,         184,      -4.725015238,      -4.144168876,      -4.458374666,      -9.569246809
          0,           0,         185,      -4.744711171,      -4.153521678,      -4.453153856,      -9.569601609
          0,           0,         186,      -4.762437366,      -4.162336441,      -4.447097923,      -9.569880167
          0,           0,         187,      -4.777294709,      -4.171094181,      -4.443021648,      -9.570293169
          0,           0,         188,      -4.788790848,       -4.18024857,      -4.442883059,      -9.570826526
          0,           0,         189,      -4.797002362,       -4.19017403,      -4.447899322,      -9.571381127
          0,           0,         190,      -4.802579313,      -4.201132179,       -4.45873654,      -9.572170042
          0,           0,         191,      -4.806592184,      -4.213244606,      -4.475655043,      -9.572942792
          0,           0,         192,      -4.810299817,      -4.226490949,      -4.498569326,       -9.57361993
          0,           0,         193,      -4.814935925,       -4.24071971,      -4.527018508,      -9.574123166
          0,           0,         194,       -4.82156866,      -4.255655026,       -4.56004625,       -9.57468362
          0,           0,         195,      -4.831035068,      -4.270923188,      -4.596004273,      -9.575536588
          0,           0,         196,      -4.843924735,      -4.286091147,      -4.632359075,      -9.575847357
          0,           0,         197,      -4.860580899,      -4.300712443,      -4.665712403,      -9.576519713
          0,           0,         198,      -4.881095484,      -4.314382811,       -4.69237301,      -9.577446477
          0,           0,         199,      -4.905281586,      -4.326795842,      -4.709605735,      -9.578316986
          0,           0,         200,       -4.93261648,      -4.337785598,      -4.716933809,      -9.579286218
          0,           0,         201,      -4.962160493,      -4.347343294,       -4.71638655,       -9.58012868
          0,           0,         202,      -4.992481609,      -4.355603487,      -4.711446533,      -9.580840675
          0,           0,         203,      -5.021657194,      -4.362810176,      -4.705662938,      -9.581505687
          0,           0,         204,      -5.047465313,      -4.369264113,      -4.701828916,      -9.582546097
          0,           0,         205,      -5.067849268,      -4.375268378,      -4.701805233,      -9.583504868
          0,           0,         206,      -5.081562833,      -4.381095556,      -4.706666938,      -9.584127611
          0,           0,         207,      -5.088658147,      -4.386951103,      -4.716905283,      -9.584903593
          0,           0,         208,      -5.090470084,      -4.392962829,      -4.732569549,      -9.585625843
          0,           0,         209,      -5.089111448,      -4.399179917,      -4.753325481,      -9.586583921
          0,           0,         210,      -5.086835367,       -4.40558234,      -4.778433676,      -9.587371196
          0,           0,         211,      -5.085591659,      -4.412094864,      -4.806666612,      -9.587939102
          0,           0,         212,      -5.086897547,      -4.418592713,      -4.836186392,      -9.588786517
          0,           0,         213,      -5.091786579,      -4.424944775,      -4.864613076,      -9.589629045
          0,           0,         214,      -5.100867952,      -4.431045569,      -4.889251819,      -9.590411748
          0,           0,         215,      -5.114474413,      -4.436787736,      -4.907633501,       -9.59114669
          0,           0,         216,      -5.132718353,       -4.44208133,      -4.918409376,      -9.592082554
          0,           0,         217,      -5.155520807,      -4.446878413,      -4.921899318,       -9.59309436
          0,           0,         218,      -5.182590605,      -4.451170345,      -4.919898451,      -9.594087384
          0,           0,         219,      -5.213363033,      -4.454981246,      -4.914921335,      -9.595024105
          0,           0,         220,      -5.246902512,      -4.458360932,      -4.909426792,      -9.595865752
          0,           0,         221,      -5.281785383,      -4.461378327,      -4.905373187,      -9.596820978
          0,           0,         222,       -5.31601944,      -4.464112273,      -4.904108169,      -9.597906197
          0,           0,         223,       -5.34711961,       -4.46664278,       -4.90644003,      -9.599006968
          0,           0,         224,      -5.372488906,      -4.469044652,      -4.912755501,      -9.600090393
          0,           0,         225,      -5.390129056,      -4.471382836,       -4.92311649,      -9.601209811
          0,           0,         226,      -5.399382915,      -4.473711502,      -4.937315255,      -9.602425652
          0,           0,         227,       -5.40119727,      -4.476072416,      -4.954889046,       -9.60367659
          0,           0,         228,      -5.397693939,      -4.478494798,      -4.975104448,      -9.604948533
          0,           0,         229,      -5.391390737,      -4.480996276,      -4.996929284,      -9.606190201
          0,           0,         230,      -5.384567796,      -4.483584986,      -5.019024228,      -9.607420647
          0,           0,         231,      -5.378985799,      -4.486264618,      -5.039799206,      -9.608534671
          0,           0,         232,       -5.37586664,      -4.489033089,      -5.057587148,      -9.609547821
          0,           0,         233,      -5.376000208,      -4.491884995,      -5.070953083,      -9.610523509
          0,           0,         234,      -5.379869936,      -4.494814627,      -5.079054319,      -9.611469402
          0,           0,         235,      -5.387751453,      -4.497817261,      -5.081882819,        -9.6123844
          0,           0,         236,      -5.399776266,      -4.500890327,      -5.080245165,      -9.613269912
          0,           0,         237,      -5.415961179,      -4.504034503,      -5.075493955,      -9.614094447
          0,           0,         238,      -5.436205029,      -4.507255215,      -5.069167463,      -9.614912668
          0,           0,         239,       -5.46025213,      -4.510560314,      -5.062699826,      -9.615668853
          0,           0,         240,      -5.487619162,      -4.513960047,      -5.057267499,      -9.616371246
          0,           0,         241,      -5.517484142,      -4.517466868,       -5.05375121,      -9.617005047
          0,           0,         242,      -5.548550297,      -4.521092832,      -5.052761949,      -9.617638825
          0,           0,         243,      -5.578936064,      -4.524848066,      -5.054687401,      -9.618111751
          0,           0,         244,      -5.606210232,      -4.528738344,      -5.059734845,      -9.618552534
          0,           0,         245,      -5.627739585,      -4.532764148,      -5.067959578,      -9.618916926
          0,           0,         246,      -5.641413794,      -4.536920205,      -5.079275965,      -9.619180763
          0,           0,         247,      -5.646470962,       -4.54119542,       -5.09345185,      -9.619421234
          0,           0,         248,      -5.643858716,      -4.545574072,      -5.110089349,      -9.619514914
          0,           0,         249,      -5.635830589,        -4.5500365,      -5.128597687,       -9.61955513
          0,           0,         250,      -5.625107874,      -4.554561954,       -5.14816987,       -9.61960627
          0,           0,         251,      -5.614166991,      -4.559131175,       -5.16778432,      -9.619642473
          0,           0,         252,      -5.604906316,      -4.563727633,       -5.18626141,      -9.619518175
          0,           0,         253,      -5.598620641,      -4.568343592,      -5.202395952,      -9.619307873
          0,           0,         254,      -5.596097556,      -4.572980623,      -5.215168289,       -9.61905085
          0,           0,         255,      -5.597741783,      -4.577647584,      -5.223982623,      -9.618620119
          0,           0,         256,        -5.6036704,       -4.58236275,      -5.228827684,      -9.618158536
          0,           0,         257,      -5.613759879,      -4.587149364,      -5.230281625,      -9.617612113
          0,           0,         258,      -5.627665719,      -4.592032047,      -5.229346122,      -9.616989537
          0,           0,         259,      -5.644810908,      -4.597050707,       -5.22716906,       -9.61630477
          0,           0,         260,      -5.664297264,       -4.60223932,      -5.224878363,      -9.615491504
          0,           0,         261,      -5.684888338,      -4.607614213,      -5.223436326,      -9.614544286
          0,           0,         262,      -5.705063219,      -4.613186622,      -5.223575135,      -9.613447372
          0,           0,         263,      -5.723138847,      -4.618959327,      -5.225778273,      -9.612340102
          0,           0,         264,      -5.737534729,      -4.624920257,      -5.230292878,      -9.611110042
          0,           0,         265,      -5.747150248,      -4.631042866,      -5.237155916,      -9.609755111
          0,           0,         266,      -5.751687706,      -4.637287663,       -5.24621713,      -9.608481485
          0,           0,         267,      -5.751729544,      -4.643604816,      -5.257156216,      -9.607123132
          0,           0,         268,      -5.748520814,       -4.64993799,      -5.269501963,      -9.605675996
          0,           0,         269,      -5.743592702,      -4.656228395,      -5.282661576,      -9.604185936
          0,           0,         270,      -5.738417056,      -4.662420345,      -5.295966948,      -9.602600239
          0,           0,         271,      -5.734198297,      -4.668466749,      -5.308743076,      -9.600951089
          0,           0,         272,      -5.731802417,      -4.674334062,      -5.320394024,      -9.599262264
          0,           0,         273,      -5.731764049,      -4.680004192,       -5.33049722,      -9.597489984
          0,           0,         274,      -5.734337605,      -4.685478758,      -5.338873924,      -9.595774693
          0,           0,         275,      -5.739548617,      -4.690780349,      -5.345608979,      -9.593999293
          0,           0,         276,      -5.747228881,      -4.695946232,      -5.351020519,      -9.592274077
          0,           0,         277,      -5.757054013,      -4.701027654,      -5.355588056,      -9.590557777
          0,           0,         278,      -5.768570587,      -4.706085487,      -5.359858968,      -9.588815301
          0,           0,         279,      -5.781222787,      -4.711183607,      -5.364358379,      -9.587083006
          0,           0,         280,      -5.794387776,      -4.716384889,      -5.369523272,      -9.585325015
          0,           0,         281,      -5.807423427,      -4.721746751,      -5.375664019,      -9.583504139
          0,           0,         282,      -5.819727368,      -4.727314877,      -5.382948127,      -9.581732574
          0,           0,         283,       -5.83079968,       -4.73312137,      -5.391400064,      -9.579923888
          0,           0,         284,      -5.840296107,      -4.739183306,      -5.400912766,      -9.578101587
          0,           0,         285,      -5.848057548,      -4.745499168,      -5.411268841,      -9.576324426
          0,           0,         286,      -5.854106984,      -4.752051673,      -5.422170132,      -9.574568548
          0,           0,         287,      -5.858616445,      -4.758807802,      -5.433275768,      -9.572783374
          0,           0,         288,      -5.861855653,      -4.765721296,      -5.444246435,      -9.571008422
          0,           0,         289,      -5.864138364,      -4.772735957,      -5.454790227,      -9.569195026
          0,           0,         290,      -5.865780213,      -4.779789085,      -5.464702985,      -9.567345663
          0,           0,         291,      -5.867075163,      -4.786816197,       -5.47389396,      -9.565464785
          0,           0,         292,       -5.86828882,      -4.793755347,      -5.482388527,      -9.563564299
          0,           0,         293,      -5.869662058,      -4.800551975,      -5.490306909,      -9.561640446
          0,           0,         294,      -5.871418342,      -4.807162899,      -5.497825644,      -9.559783142
          0,           0,         295,      -5.873769688,      -4.813559009,      -5.505132453,      -9.557936035
          0,           0,         296,      -5.876919945,      -4.819726908,       -5.51238405,      -9.556099722
          0,           0,         297,      -5.881067704,      -4.825671335,      -5.519667578,      -9.554237508
          0,           0,         298,      -5.886394097,      -4.831412394,      -5.526980834,      -9.552372843
          0,           0,         299,       -5.89304844,      -4.836982852,      -5.534231293,      -9.550440218
          0,           0,         300,      -5.901134213,       -4.84242577,      -5.541248359,      -9.548483941
          0,           0,         301,      -5.910688095,      -4.847789796,      -5.547810834,      -9.546481818
          0,           0,         302,      -5.921656288,      -4.853125134,      -5.553687399,      -9.544485122
          0,           0,         303,      -5.933871382,      -4.858479652,       -5.55868449,      -9.542532593
          0,           0,         304,      -5.947032817,      -4.863895239,      -5.562691605,      -9.540578089
          0,           0,         305,      -5.960696453,      -4.869404305,       -5.56571322,      -9.538603875
          0,           0,         306,      -5.974282552,      -4.875027082,      -5.567879978,      -9.536602996
          0,           0,         307,      -5.987112892,      -4.880771497,       -5.56943679,      -9.534654716
          0,           0,         308,      -5.998485174,      -4.886631226,      -5.570712495,      -9.532721697
          0,           0,         309,      -6.007781201,      -4.892588705,      -5.572079314,      -9.530823923
          0,           0,         310,      -6.014587517,      -4.898615777,      -5.573911843,      -9.528898929
          0,           0,         311,      -6.018791008,       -4.90467662,      -5.576552302,      -9.526944721
          0,           0,         312,      -6.020612934,      -4.910729909,      -5.580285451,      -9.525008576
          0,           0,         313,      -6.020566841,      -4.916733508,      -5.585322765,      -9.523093311
          0,           0,         314,       -6.01935717,      -4.922647936,      -5.591793568,      -9.521169825
          0,           0,         315,      -6.017756004,      -4.928439479,      -5.599740879,       -9.51927935
          0,           0,         316,      -6.016493963,      -4.934082738,      -5.609120231,      -9.517426277
          0,           0,         317,        -6.0161847,      -4.939562391,      -5.619800609,      -9.515614152
          0,           0,         318,       -6.01728433,      -4.944873808,      -5.631566885,      -9.513895077
          0,           0,         319,      -6.020077214,      -4.950022209,      -5.644123625,      -9.512247814
          0,           0,         320,      -6.024677346,      -4.955022599,      -5.657100752,      -9.510615568
          0,           0,         321,      -6.031036605,      -4.959895987,      -5.670064564,      -9.508956515
          0,           0,         322,      -6.038957034,      -4.964668163,      -5.682536991,      -9.507249961
          0,           0,         323,       -6.04810795,      -4.969366065,      -5.694022781,       -9.50551791
          0,           0,         324,       -6.05805074,       -4.97401447,      -5.704045218,      -9.503810425
          0,           0,         325,      -6.068276588,       -4.97863206,      -5.712188547,      -9.502155039
          0,           0,         326,      -6.078259999,      -4.983233907,      -5.718141947,      -9.500555735
          0,           0,         327,      -6.087525514,      -4.987827189,       -5.72173737,       -9.49898981
          0,           0,         328,      -6.095717268,      -4.992413074,      -5.722972637,      -9.497439417
          0,           0,         329,      -6.102655024,      -4.996985921,      -5.722014813,      -9.495977759
          0,           0,         330,      -6.108359289,      -5.001536381,      -5.719179989,      -9.494557142
          0,           0,         331,      -6.113036315,       -5.00605162,      -5.714902264,      -9.493140832
          0,           0,         332,      -6.117026601,      -5.010517448,      -5.709691918,      -9.491758322
          0,           0,         333,      -6.120736675,      -5.014921288,      -5.704094461,      -9.490393899
          0,           0,         334,      -6.124566971,      -5.019253419,      -5.698655743,        -9.4889911
          0,           0,         335,      -6.128850561,      -5.023507857,      -5.693895707,      -9.487631889
          0,           0,         336,       -6.13381037,      -5.027683847,      -5.690291425,      -9.486311292
          0,           0,         337,      -6.139535744,      -5.031785237,      -5.688267857,      -9.484986721
